order_date,store_id,product_id,category,region,season,inventory_level,units_sold,units_ordered,demand_forecast,inventory_turnover,demand_supply_gap,estimated_revenue,estimated_margin,inventory_status,promotion_effectiveness
2022-01-02,S004,P0020,Electronics,North,Autumn,254,84,112,77.15,0.3307,-176.85,5215.7699999999995,-1046.4300000000003,Overstock,"High Promotion Impact"
2022-01-02,S005,P0001,Groceries,East,Winter,223,67,53,74.8,0.3004,-148.2,4295.7384999999995,-75.34150000000045,Overstock,"No Promotion"
2022-01-02,S005,P0002,Furniture,West,Autumn,100,15,114,28.97,0.1500,-71.03,891.6750000000001,-85.72499999999991,"Healthy Stock","Low Promotion Impact"
2022-01-02,S005,P0003,Toys,West,Winter,397,333,35,336.02,0.8388,-60.98000000000002,21546.432,-6748.577999999998,Overstock,"Low Promotion Impact"
2022-01-02,S005,P0004,Groceries,North,Spring,442,56,38,54.08,0.1267,-387.92,3049.2000000000003,-584.0799999999995,Overstock,"High Promotion Impact"
2022-01-02,S005,P0005,Furniture,West,Autumn,411,165,194,172.41,0.4015,-238.59,9467.039999999999,-2936.010000000002,Overstock,"No Promotion"
2022-01-02,S005,P0006,Clothing,North,Summer,76,54,175,49.32,0.7105,-26.68,3176.7389999999996,-666.4410000000007,"Healthy Stock","High Promotion Impact"
2022-01-02,S005,P0007,Clothing,East,Winter,257,93,148,84.69,0.3619,-172.31,5259.336,-1378.0740000000005,Overstock,"No Promotion"
2022-01-02,S005,P0008,Furniture,East,Summer,353,250,57,254.75,0.7082,-98.25,13502.25,-1760.25,Overstock,"No Promotion"
2022-01-02,S005,P0009,Electronics,West,Winter,119,90,76,99.63,0.7563,-19.370000000000005,6324.48,-307.6199999999999,"Healthy Stock","No Promotion"
2022-01-02,S005,P0010,Furniture,West,Spring,403,83,77,84.32,0.2060,-318.68,3218.8230000000003,-683.837,Overstock,"Low Promotion Impact"
2022-01-02,S005,P0011,Electronics,East,Winter,60,16,149,23.98,0.2667,-36.019999999999996,390.184,-54.29599999999999,"Healthy Stock","Low Promotion Impact"
2022-01-02,S005,P0012,Toys,West,Spring,182,87,121,83.13,0.4780,-98.87,2685.8640000000005,-260.8259999999991,"Healthy Stock","No Promotion"
2022-01-02,S005,P0013,Furniture,East,Spring,455,241,136,235.03,0.5297,-219.97,13276.8105,-74.58950000000004,Overstock,"No Promotion"
2022-01-02,S005,P0014,Toys,South,Winter,437,286,116,282.52,0.6545,-154.48000000000002,3351.9200000000005,-400.3999999999992,Overstock,"High Promotion Impact"
2022-01-02,S005,P0015,Clothing,West,Autumn,289,60,83,52.77,0.2076,-236.23,3795.6,134.39999999999964,Overstock,"High Promotion Impact"
2022-01-02,S005,P0016,Groceries,East,Autumn,487,437,106,432.86,0.8973,-54.139999999999986,16210.078,-889.7320000000018,Overstock,"High Promotion Impact"
2022-01-02,S005,P0017,Toys,North,Summer,418,377,76,383.26,0.9019,-34.74000000000001,25590.76,-6186.570000000003,Overstock,"Low Promotion Impact"
2022-01-02,S005,P0018,Clothing,West,Spring,89,83,113,78.67,0.9326,-10.329999999999998,3319.3774999999996,-655.4925000000003,"Healthy Stock","High Promotion Impact"
2022-01-02,S005,P0019,Clothing,West,Spring,421,203,152,220.23,0.4822,-200.77,12477.192000000001,-2922.387999999999,Overstock,"No Promotion"
2022-01-02,S005,P0020,Clothing,South,Spring,211,183,189,190.11,0.8673,-20.889999999999986,15473.565000000002,-2623.3049999999967,Overstock,"Low Promotion Impact"
2022-01-03,S001,P0001,Electronics,West,Winter,154,5,189,5.36,0.0325,-148.64,250.8,-40.30000000000001,"Healthy Stock","No Promotion"
2022-01-03,S001,P0002,Clothing,East,Spring,282,199,70,193.26,0.7057,-88.74000000000001,10749.980000000001,220.89000000000124,Overstock,"No Promotion"
2022-01-03,S001,P0003,Toys,South,Winter,183,176,124,168.28,0.9617,-14.719999999999999,4123.152000000001,-1047.7279999999992,"Healthy Stock","No Promotion"
2022-01-03,S001,P0004,Electronics,East,Winter,239,214,51,228.51,0.8954,-10.490000000000009,2180.66,507.17999999999984,Overstock,"Low Promotion Impact"
2022-01-03,S001,P0005,Groceries,West,Spring,368,165,56,170.76,0.4484,-197.24,15764.1,701.25,Overstock,"No Promotion"
2022-01-03,S001,P0006,Furniture,South,Summer,57,9,40,13.6,0.1579,-43.4,492.90749999999997,-29.18250000000006,"Healthy Stock","No Promotion"
2022-01-03,S001,P0007,Clothing,South,Winter,460,140,70,143.7,0.3043,-316.3,9839.2,-3026.7999999999993,Overstock,"No Promotion"
2022-01-03,S001,P0008,Groceries,West,Autumn,214,177,150,178,0.8271,-36,9070.010999999999,-40.179000000001906,Overstock,"No Promotion"
2022-01-03,S001,P0009,Groceries,South,Winter,407,217,55,217.69,0.5332,-189.31,10662.512000000002,-3629.1079999999965,Overstock,"No Promotion"
2022-01-03,S001,P0010,Electronics,West,Autumn,51,47,155,38.08,0.9216,-12.920000000000002,4193.622,-631.3979999999992,"Healthy Stock","No Promotion"
2022-01-03,S001,P0011,Groceries,East,Autumn,252,3,98,5.18,0.0119,-246.82,181.56,-6.599999999999994,Overstock,"No Promotion"
2022-01-03,S001,P0012,Clothing,East,Summer,72,2,62,9.81,0.0278,-62.19,147.781,-18.438999999999993,"Healthy Stock","No Promotion"
2022-01-03,S001,P0013,Clothing,South,Summer,194,18,120,20.5,0.0928,-173.5,1346.382,-186.49799999999982,"Healthy Stock","Low Promotion Impact"
2022-01-03,S001,P0014,Toys,South,Winter,302,242,145,255.54,0.8013,-46.46000000000001,7030.584000000001,-253.61599999999999,Overstock,"Low Promotion Impact"
2022-01-03,S001,P0015,Toys,North,Summer,330,228,157,246.91,0.6909,-83.09,10705.284,-1248.7559999999994,Overstock,"Low Promotion Impact"
2022-01-03,S001,P0016,Clothing,East,Spring,148,31,160,35.11,0.2095,-112.89,2466.6234999999997,-452.0265000000004,"Healthy Stock","Low Promotion Impact"
2022-01-03,S001,P0017,Clothing,North,Spring,315,16,197,33.51,0.0508,-281.49,1493.3999999999999,-112.04000000000019,Overstock,"No Promotion"
2022-01-03,S001,P0018,Furniture,East,Autumn,97,20,147,37.26,0.2062,-59.74,1492.07,-17.5300000000002,"Healthy Stock","No Promotion"
2022-01-03,S001,P0019,Furniture,South,Spring,240,193,171,203.45,0.8042,-36.55000000000001,10983.63,523.0299999999988,Overstock,"Low Promotion Impact"
2022-01-03,S001,P0020,Toys,North,Summer,178,118,162,110.02,0.6629,-67.98,3334.2080000000005,-1097.8719999999994,"Healthy Stock","High Promotion Impact"
2022-01-03,S002,P0001,Toys,North,Autumn,405,96,171,100.82,0.2370,-304.18,4615.68,-126.71999999999935,Overstock,"Low Promotion Impact"
2022-01-03,S002,P0002,Electronics,North,Summer,200,48,47,55.45,0.2400,-144.55,1915.5600000000002,-171.4799999999998,"Healthy Stock","Low Promotion Impact"
2022-01-03,S002,P0003,Furniture,West,Winter,327,130,166,127.03,0.3976,-199.97,9822.800000000001,-3081,Overstock,"High Promotion Impact"
2022-01-03,S002,P0004,Groceries,North,Autumn,409,11,48,8.25,0.0269,-400.75,270.07200000000006,-44.63799999999992,Overstock,"High Promotion Impact"
2022-01-03,S002,P0005,Groceries,West,Winter,327,313,194,326.56,0.9572,-0.4399999999999977,9308.619999999999,-604.090000000002,Overstock,"Low Promotion Impact"
2022-01-03,S002,P0006,Furniture,North,Summer,388,352,199,365.82,0.9072,-22.180000000000007,9242.816,-328.0640000000003,Overstock,"No Promotion"
2022-01-03,S002,P0007,Toys,South,Autumn,483,265,108,277.23,0.5487,-205.76999999999998,15240.945,445.9950000000008,Overstock,"No Promotion"
2022-01-03,S002,P0008,Furniture,South,Summer,70,11,137,23.62,0.1571,-46.379999999999995,579.645,-118.30500000000006,"Healthy Stock","No Promotion"
2022-01-03,S002,P0009,Groceries,South,Summer,288,191,29,207.27,0.6632,-80.72999999999999,11190.69,-456.4899999999998,Overstock,"No Promotion"
2022-01-03,S002,P0010,Electronics,West,Winter,270,185,150,192.21,0.6852,-77.78999999999999,17663.8,688.1999999999971,Overstock,"Low Promotion Impact"
2022-01-03,S002,P0011,Clothing,North,Autumn,217,143,66,154.26,0.6590,-62.74000000000001,4325.464,-985.5560000000005,Overstock,"Low Promotion Impact"
2022-01-03,S002,P0012,Electronics,West,Spring,221,85,84,104.48,0.3846,-116.52,3725.55,-637.5,Overstock,"No Promotion"
2022-01-03,S002,P0013,Groceries,West,Summer,303,270,164,268.73,0.8911,-34.26999999999998,16011.27,-1409.1299999999974,Overstock,"No Promotion"
2022-01-03,S002,P0014,Groceries,West,Spring,298,233,143,245.02,0.7819,-52.97999999999999,4746.21,-682.6900000000005,Overstock,"Low Promotion Impact"
2022-01-03,S002,P0015,Furniture,West,Spring,193,187,57,177.8,0.9689,-15.199999999999989,8648.75,-551.6499999999996,"Healthy Stock","No Promotion"
2022-01-03,S002,P0016,Electronics,South,Winter,205,39,147,37.83,0.1902,-167.17000000000002,2518.0739999999996,-452.5560000000005,Overstock,"No Promotion"
2022-01-03,S002,P0017,Toys,West,Autumn,427,234,195,231.16,0.5480,-195.84,4332.042,-872.1179999999995,Overstock,"High Promotion Impact"
2022-01-03,S002,P0018,Clothing,South,Autumn,365,213,106,208.31,0.5836,-156.69,5091.552,-388.9380000000001,Overstock,"High Promotion Impact"
2022-01-03,S002,P0019,Clothing,North,Winter,111,55,163,71.88,0.4955,-39.120000000000005,3458.565,-583.935,"Healthy Stock","Low Promotion Impact"
2022-01-03,S002,P0020,Groceries,South,Spring,271,22,178,15.3,0.0812,-255.7,891.3960000000001,-142.82399999999996,Overstock,"No Promotion"
2022-01-03,S003,P0001,Clothing,North,Autumn,134,100,185,100.66,0.7463,-33.34,7459.2,-1214.8000000000002,"Healthy Stock","Low Promotion Impact"
2022-01-03,S003,P0002,Groceries,North,Spring,405,353,74,355.08,0.8716,-49.920000000000016,6128.08,14.11999999999989,Overstock,"Low Promotion Impact"
2022-01-03,S003,P0003,Electronics,West,Autumn,290,255,118,246.78,0.8793,-43.22,8710.800000000001,-1586.1000000000004,Overstock,"No Promotion"
2022-01-03,S003,P0004,Clothing,South,Autumn,403,154,189,166.81,0.3821,-236.19,11737.803,-1966.6569999999992,Overstock,"No Promotion"
2022-01-03,S003,P0005,Clothing,East,Spring,311,147,29,154.97,0.4727,-156.03,9668.189999999999,692.369999999999,Overstock,"Low Promotion Impact"
2022-01-03,S003,P0006,Electronics,North,Summer,448,342,112,357.52,0.7634,-90.48000000000002,29468.771999999997,-2778.4080000000067,Overstock,"No Promotion"
2022-01-03,S003,P0007,Furniture,West,Summer,277,54,126,48.62,0.1949,-228.38,5340.6,69.11999999999989,Overstock,"No Promotion"
2022-01-03,S003,P0008,Toys,East,Summer,421,289,112,292.21,0.6865,-128.79000000000002,10098.671499999999,-565.4285000000018,Overstock,"No Promotion"
2022-01-03,S003,P0009,Toys,South,Winter,241,179,135,198.59,0.7427,-42.41,7530.53,789.3900000000003,Overstock,"Low Promotion Impact"
2022-01-03,S003,P0010,Furniture,South,Autumn,186,175,75,177.8,0.9409,-8.199999999999989,16780.75,-52.5,"Healthy Stock","Low Promotion Impact"
2022-01-03,S003,P0011,Clothing,West,Spring,413,209,86,220.54,0.5061,-192.46,16702.026,-1911.5139999999992,Overstock,"No Promotion"
2022-01-03,S003,P0012,Toys,East,Summer,112,109,46,113.33,0.9732,1.3299999999999983,6209.512,-1933.8779999999997,"Healthy Stock","Low Promotion Impact"
2022-01-03,S003,P0013,Groceries,South,Spring,268,43,78,49.77,0.1604,-218.23,2116.89,63.63999999999987,Overstock,"Low Promotion Impact"
2022-01-03,S003,P0014,Toys,South,Autumn,347,58,38,49.31,0.1671,-297.69,1141.614,-308.38599999999997,Overstock,"High Promotion Impact"
2022-01-03,S003,P0015,Electronics,South,Spring,495,399,86,390.1,0.8061,-104.89999999999998,24271.17,195.5099999999984,Overstock,"High Promotion Impact"
2022-01-03,S003,P0016,Clothing,West,Winter,324,95,145,111.3,0.2932,-212.7,4315.280000000001,-1455.9699999999993,Overstock,"No Promotion"
2022-01-03,S003,P0017,Clothing,West,Spring,330,296,138,297.58,0.8970,-32.420000000000016,21404.944,-1549.8559999999998,Overstock,"No Promotion"
2022-01-03,S003,P0018,Electronics,East,Winter,297,105,66,104.66,0.3535,-192.34,9346.050000000001,-791.6999999999989,Overstock,"No Promotion"
2022-01-03,S003,P0019,Clothing,East,Autumn,169,103,47,107.67,0.6095,-61.33,4524.584,-402.9360000000006,"Healthy Stock","No Promotion"
2022-01-03,S003,P0020,Toys,South,Autumn,257,131,103,123.65,0.5097,-133.35,1820.5725000000002,-745.7174999999997,Overstock,"No Promotion"
2022-01-03,S004,P0001,Groceries,East,Summer,175,66,140,56.84,0.3771,-118.16,4691.643,-581.7570000000005,"Healthy Stock","No Promotion"
2022-01-03,S004,P0002,Groceries,West,Winter,228,163,161,161.48,0.7149,-66.52000000000001,13295.909999999998,637.3299999999981,Overstock,"High Promotion Impact"
2022-01-03,S004,P0003,Clothing,South,Spring,188,98,176,98.87,0.5213,-89.13,3940.7760000000003,-229.12399999999934,"Healthy Stock","No Promotion"
2022-01-03,S004,P0004,Groceries,East,Summer,211,150,20,167.75,0.7109,-43.25,9016.5,-328.5,Overstock,"Low Promotion Impact"
2022-01-03,S004,P0005,Furniture,North,Winter,149,15,60,21.91,0.1007,-127.09,295.56,-123.98999999999995,"Healthy Stock","No Promotion"
2022-01-03,S004,P0006,Electronics,North,Autumn,383,36,75,26.89,0.0940,-356.11,1241.802,-11.718000000000075,Overstock,"High Promotion Impact"
2022-01-03,S004,P0007,Electronics,East,Autumn,478,303,153,307.7,0.6339,-170.3,2925.768,-1813.152,Overstock,"Low Promotion Impact"
2022-01-03,S004,P0008,Electronics,East,Winter,217,209,35,215.04,0.9631,-1.960000000000008,11869.11,-1751.42,Overstock,"Low Promotion Impact"
2022-01-03,S004,P0009,Electronics,West,Winter,73,69,65,68.51,0.9452,-4.489999999999995,1701.2640000000001,-731.6759999999999,"Healthy Stock","No Promotion"
2022-01-03,S004,P0010,Electronics,West,Winter,467,143,183,139.44,0.3062,-327.56,3393.39,270.27,Overstock,"No Promotion"
2022-01-03,S004,P0011,Clothing,West,Winter,353,239,44,255.26,0.6771,-97.74000000000001,6695.7045,-875.8154999999997,Overstock,"No Promotion"
2022-01-03,S004,P0012,Groceries,North,Autumn,471,192,115,188.72,0.4076,-282.28,12145.344,-2371.776,Overstock,"High Promotion Impact"
2022-01-03,S004,P0013,Clothing,South,Autumn,129,23,92,38.86,0.1783,-90.14,1072.72,-287.03999999999996,"Healthy Stock","Low Promotion Impact"
2022-01-03,S004,P0014,Groceries,East,Winter,301,165,34,160.46,0.5482,-140.54,9995.699999999999,422.3999999999978,Overstock,"High Promotion Impact"
2022-01-03,S004,P0015,Groceries,South,Spring,423,85,73,95.5,0.2009,-327.5,6245.8,-299.1999999999998,Overstock,"No Promotion"
2022-01-03,S004,P0016,Groceries,East,Spring,385,79,130,86.62,0.2052,-298.38,1150.3980000000001,-299.25199999999995,Overstock,"No Promotion"
2022-01-03,S004,P0017,Toys,North,Spring,74,33,29,43.64,0.4459,-30.36,1080.486,-225.32399999999984,"Healthy Stock","No Promotion"
2022-01-03,S004,P0018,Electronics,South,Winter,467,270,108,270.37,0.5782,-196.63,12671.1,27,Overstock,"No Promotion"
2022-01-03,S004,P0019,Toys,North,Winter,140,1,47,-3.91,0.0071,-143.91,80.41,3.509999999999991,"Healthy Stock","No Promotion"
2022-01-03,S004,P0020,Clothing,East,Winter,197,149,134,161.2,0.7563,-35.80000000000001,11363.336000000001,-3152.243999999999,"Healthy Stock","No Promotion"
2022-01-03,S005,P0001,Groceries,North,Winter,159,3,145,18.12,0.0189,-140.88,108.89999999999999,4.019999999999996,"Healthy Stock","No Promotion"
2022-01-03,S005,P0002,Electronics,North,Spring,322,59,111,78.35,0.1832,-243.65,4358.448,-605.2219999999998,Overstock,"Low Promotion Impact"
2022-01-03,S005,P0003,Groceries,East,Summer,106,15,101,25.13,0.1415,-80.87,556.8000000000001,-184.5,"Healthy Stock","No Promotion"
2022-01-03,S005,P0004,Groceries,South,Spring,475,351,132,358.12,0.7389,-116.88,19926.971999999998,-129.16800000000148,Overstock,"No Promotion"
2022-01-03,S005,P0005,Groceries,North,Winter,83,66,57,63.37,0.7952,-19.630000000000003,3186.48,-826.98,"Healthy Stock","High Promotion Impact"
2022-01-03,S005,P0006,Groceries,West,Autumn,117,62,58,59.04,0.5299,-57.96,2266.038,-484.90200000000004,"Healthy Stock","High Promotion Impact"
2022-01-03,S005,P0007,Clothing,West,Winter,368,77,44,95.69,0.2092,-272.31,4653.0715,-260.2984999999999,Overstock,"Low Promotion Impact"
2022-01-03,S005,P0008,Electronics,South,Summer,207,177,154,173.93,0.8551,-33.06999999999999,16325.6835,-519.406500000001,Overstock,"High Promotion Impact"
2022-01-03,S005,P0009,Electronics,West,Winter,398,349,98,350.47,0.8769,-47.52999999999997,16559.352,-2893.908000000003,Overstock,"No Promotion"
2022-01-03,S005,P0010,Groceries,North,Spring,476,74,25,91.48,0.1555,-384.52,853.072,20.572000000000003,Overstock,"Low Promotion Impact"
2022-01-03,S005,P0011,Groceries,North,Winter,119,40,151,43.92,0.3361,-75.08,2965.6,178.79999999999973,"Healthy Stock","Low Promotion Impact"
2022-01-03,S005,P0012,Toys,North,Winter,77,72,27,68.01,0.9351,-8.989999999999995,2703.744,-650.0159999999996,"Healthy Stock","High Promotion Impact"
2022-01-03,S005,P0013,Toys,South,Autumn,191,190,126,205.54,0.9948,14.539999999999992,4158.719999999999,486.0199999999995,"Healthy Stock","No Promotion"
2022-01-03,S005,P0014,Toys,North,Autumn,419,263,189,263.83,0.6277,-155.17000000000002,7000.797,762.4369999999999,Overstock,"Low Promotion Impact"
2022-01-03,S005,P0015,Toys,South,Autumn,184,126,175,143.76,0.6848,-40.24000000000001,8751.456,-1991.304,"Healthy Stock","No Promotion"
2022-01-03,S005,P0016,Clothing,North,Spring,361,17,171,25.61,0.0471,-335.39,1297.0065,-4.513500000000022,Overstock,"Low Promotion Impact"
2022-01-03,S005,P0017,Toys,East,Spring,154,19,116,37.45,0.1234,-116.55,705.888,-65.322,"Healthy Stock","No Promotion"
2022-01-03,S005,P0018,Toys,North,Winter,376,36,53,43.47,0.0957,-332.53,1383.1200000000001,87.84000000000015,Overstock,"Low Promotion Impact"
2022-01-03,S005,P0019,Toys,North,Autumn,268,207,177,198.44,0.7724,-69.56,9924.408000000001,-3462.2819999999992,Overstock,"No Promotion"
2022-01-03,S005,P0020,Toys,South,Summer,451,91,193,99.88,0.2018,-351.12,5771.402,81.17199999999957,Overstock,"No Promotion"
2022-01-04,S001,P0001,Groceries,South,Winter,85,58,193,52.87,0.6824,-32.13,3839.484,-567.9360000000001,"Healthy Stock","High Promotion Impact"
2022-01-04,S001,P0002,Electronics,North,Autumn,91,91,142,82.65,1.0000,-8.349999999999994,6823.816999999999,-1133.2230000000009,"Healthy Stock","High Promotion Impact"
2022-01-04,S001,P0003,Toys,South,Winter,184,70,191,82.51,0.3804,-101.49,627.725,95.72500000000002,"Healthy Stock","No Promotion"
2022-01-04,S001,P0004,Electronics,North,Winter,209,0,123,15.37,0.0000,-193.63,0,0,Overstock,"Low Promotion Impact"
2022-01-04,S001,P0005,Electronics,East,Spring,470,32,192,45.57,0.0681,-424.43,2005.9200000000003,-346.0799999999997,Overstock,"No Promotion"
2022-01-04,S001,P0006,Clothing,South,Spring,127,8,84,0.54,0.0630,-126.46,341.44000000000005,-99.11999999999995,"Healthy Stock","No Promotion"
2022-01-04,S001,P0007,Groceries,North,Spring,367,341,39,336.71,0.9292,-30.29000000000002,10842.6065,970.656500000001,Overstock,"No Promotion"
2022-01-04,S001,P0008,Electronics,East,Winter,404,347,183,350.96,0.8589,-53.04000000000002,16961.36,-3324.2599999999984,Overstock,"No Promotion"
2022-01-04,S001,P0009,Groceries,North,Summer,403,15,187,26.72,0.0372,-376.28,610.875,-90.22500000000002,Overstock,"No Promotion"
2022-01-04,S001,P0010,Toys,East,Autumn,494,85,122,92.86,0.1721,-401.14,6458.64,-1945.3100000000004,Overstock,"No Promotion"
2022-01-04,S001,P0011,Toys,South,Spring,421,30,33,49.2,0.0713,-371.8,726.3000000000001,-38.09999999999991,Overstock,"No Promotion"
2022-01-04,S001,P0012,Electronics,West,Winter,150,136,129,140.64,0.9067,-9.360000000000014,8536.243999999999,-1097.996000000001,"Healthy Stock","No Promotion"
2022-01-04,S001,P0013,Toys,North,Winter,94,31,174,46.7,0.3298,-47.3,967.572,-78.05799999999988,"Healthy Stock","No Promotion"
2022-01-04,S001,P0014,Clothing,East,Spring,77,7,76,22.66,0.0909,-54.34,584.766,-82.894,"Healthy Stock","Low Promotion Impact"
2022-01-04,S001,P0015,Electronics,West,Spring,430,377,118,371.89,0.8767,-58.110000000000014,29600.531999999996,-3824.288000000004,Overstock,"High Promotion Impact"
2022-01-04,S001,P0016,Groceries,North,Summer,168,28,32,33.2,0.1667,-134.8,2353.6800000000003,-256.47999999999956,"Healthy Stock","No Promotion"
2022-01-04,S001,P0017,Toys,West,Autumn,353,348,36,349.59,0.9858,-3.410000000000025,18450.960000000003,-1412.8799999999974,Overstock,"Low Promotion Impact"
2022-01-04,S001,P0018,Groceries,South,Summer,380,258,66,258.58,0.6789,-121.42000000000002,14348.153999999999,-1330.506000000003,Overstock,"Low Promotion Impact"
2022-01-04,S001,P0019,Toys,West,Autumn,127,41,191,50.38,0.3228,-76.62,2205.6565,-325.2734999999998,"Healthy Stock","Low Promotion Impact"
2022-01-04,S001,P0020,Electronics,North,Winter,153,49,139,44.55,0.3203,-108.45,535.5699999999999,8.329999999999927,"Healthy Stock","High Promotion Impact"
2022-01-04,S002,P0001,Clothing,North,Spring,108,83,25,85.5,0.7685,-22.5,3586.8865,-92.5034999999998,"Healthy Stock","Low Promotion Impact"
2022-01-04,S002,P0002,Furniture,West,Summer,109,60,172,71.47,0.5505,-37.53,2825.8199999999997,-280.9800000000005,"Healthy Stock","Low Promotion Impact"
2022-01-04,S002,P0003,Toys,North,Winter,493,448,113,459.44,0.9087,-33.56,15822.239999999998,-3898.720000000005,Overstock,"No Promotion"
2022-01-04,S002,P0004,Toys,East,Summer,289,11,21,26.96,0.0381,-262.04,639.4300000000001,-38.5,Overstock,"Low Promotion Impact"
2022-01-04,S002,P0005,Groceries,East,Spring,425,390,175,407.4,0.9176,-17.600000000000023,9010.170000000002,-174.3299999999981,Overstock,"No Promotion"
2022-01-04,S002,P0006,Clothing,West,Summer,118,81,139,88.67,0.6864,-29.33,2750.76,383.9400000000005,"Healthy Stock","No Promotion"
2022-01-04,S002,P0007,Electronics,North,Spring,449,121,118,132.54,0.2695,-316.46000000000004,7874.679999999999,-2069.1000000000013,Overstock,"No Promotion"
2022-01-04,S002,P0008,Groceries,West,Spring,184,44,152,52.26,0.2391,-131.74,2018.3680000000002,-489.1919999999998,"Healthy Stock","No Promotion"
2022-01-04,S002,P0009,Toys,East,Winter,239,88,31,104.13,0.3682,-134.87,3766.9280000000003,-436.8319999999999,Overstock,"No Promotion"
2022-01-04,S002,P0010,Groceries,West,Autumn,216,142,172,138.75,0.6574,-77.25,6196.738,-1378.9619999999995,Overstock,"High Promotion Impact"
2022-01-04,S002,P0011,Toys,North,Summer,291,48,69,48.65,0.1649,-242.35,502.65599999999995,-72.38400000000001,Overstock,"Low Promotion Impact"
2022-01-04,S002,P0012,Electronics,North,Winter,74,61,87,67.72,0.8243,-6.280000000000001,5785.849999999999,56.72999999999956,"Healthy Stock","No Promotion"
2022-01-04,S002,P0013,Electronics,East,Summer,429,140,180,151.22,0.3263,-277.78,2190.5099999999998,-255.28999999999996,Overstock,"No Promotion"
2022-01-04,S002,P0014,Toys,West,Summer,467,390,188,408.18,0.8351,-58.81999999999999,27232.725000000002,-3822.974999999995,Overstock,"Low Promotion Impact"
2022-01-04,S002,P0015,Toys,North,Summer,121,91,197,93.99,0.7521,-27.010000000000005,5284.688499999999,-408.27150000000074,"Healthy Stock","No Promotion"
2022-01-04,S002,P0016,Groceries,East,Winter,134,32,107,32.03,0.2388,-101.97,1835.712,-142.84799999999996,"Healthy Stock","No Promotion"
2022-01-04,S002,P0017,Electronics,East,Winter,152,60,92,54.96,0.3947,-97.03999999999999,3606.1200000000003,-467.27999999999975,"Healthy Stock","High Promotion Impact"
2022-01-04,S002,P0018,Clothing,South,Winter,236,206,63,220.44,0.8729,-15.560000000000002,5274.012,-471.32800000000043,Overstock,"Low Promotion Impact"
2022-01-04,S002,P0019,Groceries,West,Summer,253,108,36,107.84,0.4269,-145.16,3038.472,-581.6880000000001,Overstock,"High Promotion Impact"
2022-01-04,S002,P0020,Furniture,East,Winter,403,349,42,340.49,0.8660,-62.50999999999999,7493.03,1483.25,Overstock,"No Promotion"
2022-01-04,S003,P0001,Furniture,South,Summer,335,271,147,276.13,0.8090,-58.870000000000005,17562.968000000004,-5100.761999999995,Overstock,"No Promotion"
2022-01-04,S003,P0002,Electronics,South,Spring,293,202,130,215.12,0.6894,-77.88,11508.243,-967.277,Overstock,"Low Promotion Impact"
2022-01-04,S003,P0003,Toys,North,Summer,169,34,91,24.17,0.2012,-144.82999999999998,822.2220000000001,-215.7979999999999,"Healthy Stock","No Promotion"
2022-01-04,S003,P0004,Clothing,West,Summer,294,165,43,164.1,0.5612,-129.9,14719.320000000002,-1399.5299999999988,Overstock,"No Promotion"
2022-01-04,S003,P0005,Groceries,North,Summer,69,2,161,21.27,0.0290,-47.730000000000004,46.150999999999996,-4.849000000000004,"Healthy Stock","No Promotion"
2022-01-04,S003,P0006,Electronics,East,Autumn,328,308,113,323.67,0.9390,-4.329999999999984,5691.84,221.7599999999993,Overstock,"Low Promotion Impact"
2022-01-04,S003,P0007,Toys,North,Spring,173,76,157,75.54,0.4393,-97.46,3743.5319999999997,-232.78800000000047,"Healthy Stock","High Promotion Impact"
2022-01-04,S003,P0008,Toys,East,Summer,108,91,129,95.55,0.8426,-12.450000000000003,5153.2845,-111.06550000000061,"Healthy Stock","Low Promotion Impact"
2022-01-04,S003,P0009,Furniture,West,Spring,494,113,84,121.8,0.2287,-372.2,1323.4560000000001,-122.94399999999996,Overstock,"Low Promotion Impact"
2022-01-04,S003,P0010,Electronics,East,Winter,366,274,102,268.6,0.7486,-97.39999999999998,14819.426999999998,-2431.613000000003,Overstock,"High Promotion Impact"
2022-01-04,S003,P0011,Toys,East,Autumn,441,116,52,128.01,0.2630,-312.99,10021.356,-1089.1239999999998,Overstock,"No Promotion"
2022-01-04,S003,P0012,Electronics,North,Summer,181,5,37,18.13,0.0276,-162.87,358.19749999999993,-16.952500000000043,"Healthy Stock","Low Promotion Impact"
2022-01-04,S003,P0013,Furniture,East,Autumn,330,115,116,111.27,0.3485,-218.73000000000002,2364.5725,-858.8775,Overstock,"High Promotion Impact"
2022-01-04,S003,P0014,Clothing,East,Spring,228,79,158,75.88,0.3465,-152.12,6741.07,212.5099999999993,Overstock,"High Promotion Impact"
2022-01-04,S003,P0015,Electronics,East,Winter,344,223,53,235.42,0.6483,-108.58000000000001,2953.189,-1451.0610000000001,Overstock,"No Promotion"
2022-01-04,S003,P0016,Furniture,West,Summer,336,258,175,260.26,0.7679,-75.74000000000001,4558.086,-769.6139999999996,Overstock,"Low Promotion Impact"
2022-01-04,S003,P0017,Toys,West,Winter,355,236,26,248.1,0.6648,-106.9,12699.16,965.2399999999998,Overstock,"No Promotion"
2022-01-04,S003,P0018,Toys,North,Autumn,431,309,165,323.61,0.7169,-107.38999999999999,9267.528,-3296.4119999999984,Overstock,"No Promotion"
2022-01-04,S003,P0019,Groceries,North,Summer,172,32,160,26.96,0.1860,-145.04,1222.4,-7.039999999999964,"Healthy Stock","No Promotion"
